sentence,difficulty,tokenized,wordnb,cognate,cognatenb,cognateratio,punctuation,token_nb,tokenratio
"Une association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a ""supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice"".",C1,"['association', 'promotion', 'développement', 'apprentissage', 'ligne', 'note', 'calculatrice', 'supplanter', 'calcul', 'mental', 'opération', 'basique', 'utilisation', 'ordinateur', 'relier', 'internet', 'pouvoir', 'aisément', 'remplacer', 'partie', 'mémoire', 'opération', 'basique', 'mémoriser', 'amont', 'grâce', 'assimilation', 'connaissance', 'basique', 'apprenant', 'pouvoir', 'utiliser', 'calculatrice']",72,"['association', 'promotion', 'note', 'supplanter', 'mental', 'ordinateur', 'relier', 'internet', 'assimilation']",9,0.125,4,33,0.4583333333333333
"En Compétitif, il s'agit de 30 manches, l'équipe gagnant 16 manches l'emporte, mais le match se termine par une égalité si aucune des deux équipes n'a atteint 16 à la fin de la trentième manche.",C1,"['compétitif', 'agir', '30', 'manche', 'équipe', 'gagner', '16', 'manche', 'emporte', 'match', 'termine', 'égalité', 'équipe', 'atteindre', '16', 'fin', 'trentième', 'manche']",39,"['manche', 'manche', 'fin', 'manche']",4,0.10256410256410256,4,18,0.46153846153846156
"Une opération à renouveler 2 à 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1,"['opération', 'renouveler', 'fois', 'émietter', 'finement', 'chiquetailler', 'antille']",23,"['finement', 'antille']",2,0.08695652173913043,3,7,0.30434782608695654
La raison de cette ambivalence précède l'existence des robots et même leur nom: elle est culturelle et se cache dans le vieux mythe du Golem remis à l'honneur en Occident par Frankenstein de Mary Shelley en 1818.,C1,"['raison', 'ambivalence', 'précéder', 'existence', 'robot', 'nom', 'culturelle', 'cache', 'vieux', 'mythe', 'golem', 'remettre', 'honneur', 'occident', 'frankenstein', 'mary', 'shelley', '1818']",39,"['ambivalence', 'existence', 'robot', 'nom', 'cache', 'mythe', 'golem', 'honneur', 'frankenstein', 'mary', 'shelley']",11,0.28205128205128205,1,18,0.46153846153846156
"Premièrement, comme les réseaux sociaux sont devenus de véritables espaces de comparaison sociale, notamment par les photos postées, on est souvent enclin à penser que les autres sont plus heureux et ont une vie bien plus agréable que la nôtre.",C1,"['réseau', 'social', 'devenir', 'véritable', 'espace', 'comparaison', 'social', 'photo', 'poster', 'enclin', 'penser', 'heureux', 'vie', 'agréable']",40,"['social', 'espace', 'comparaison', 'social', 'photo', 'poster', 'penser', 'heureux', 'vie']",9,0.225,4,14,0.35
Mais très vite l'usage de la moto se répandit en commençant par être un outil de travail des professions libérales.,C1,"['vite', 'usage', 'moto', 'répandre', 'commencer', 'outil', 'travail', 'profession', 'libéral']",21,"['vite', 'usage', 'moto', 'travail', 'profession']",5,0.23809523809523808,1,9,0.42857142857142855
Je me suis creusé la tête sans relache durant des heures pour résoudre ce casse-tête chinois.,C1,"['creuser', 'tête', 'relache', 'heure', 'résoudre', 'casse-tête', 'chinois']",17,"['relache', 'heure', 'chinois']",3,0.17647058823529413,2,7,0.4117647058823529
"Et l'un de ces héritiers de Platon et du paganisme, Proclus (412-485), se lever en pleine nuit pour entonner des hymnes à la Lune ?",C1,"['héritier', 'platon', 'paganisme', 'proclus', '412', '485', 'lever', 'pleine', 'nuit', 'entonner', 'hymne', 'lune']",26,"['platon', 'paganisme', 'proclus', 'lever', 'hymne']",5,0.19230769230769232,4,12,0.46153846153846156
"On disait qu'une princesse polonaise, l'écoutant un soir chanter sur la plage de Biarritz, où il radoubait des chaloupes, en était devenue amoureuse.",C1,"['princesse', 'polonais', 'écouter', 'soir', 'chanter', 'plage', 'biarritz', 'radouber', 'chaloupe', 'devenir', 'amoureux']",25,"['princesse', 'polonais', 'soir', 'chanter', 'plage', 'biarritz', 'chaloupe', 'amoureux']",8,0.32,4,11,0.44
"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux pratiques à tout l'internat contre rétribution, ce qui explique les quantités de provisions et d'objets illégaux qui dans son placard.",C1,"['inquiétant', 'scandaleux', 'mathématique', 'échanger', 'réponse', 'travail', 'pratique', 'internat', 'rétribution', 'explique', 'quantité', 'provision', 'objet', 'illégal', 'placard']",37,"['travail', 'internat', 'placard']",3,0.08108108108108109,3,15,0.40540540540540543
Donc on modifie complètement la psychologie de l'élève au sein même du groupe classe.,C1,"['modifier', 'complètement', 'psychologie', 'élève', 'groupe', 'classe']",15,"['modifier', 'psychologie', 'classe']",3,0.2,1,6,0.4
"Contrairement à la cuisine italienne qui brille par sa fraîcheur et sa simplicité ou à la cuisine espagnole (pour ne citer que nos voisins les plus proches) qui allie dynamisme et innovation, la cuisine hexagonale n'est plus capable de se remettre en question.",C1,"['contrairement', 'cuisine', 'italien', 'brille', 'fraîcheur', 'simplicité', 'cuisine', 'espagnol', 'citer', 'voisin', 'allier', 'dynamism', 'innovation', 'cuisine', 'hexagonal', 'capable', 'remettre', 'question']",44,"['cuisine', 'italien', 'brille', 'cuisine', 'espagnol', 'allier', 'dynamism', 'innovation', 'cuisine', 'hexagonal', 'question']",11,0.25,2,18,0.4090909090909091
"Ils ont mis en évidence le rôle clé de l'alimentation dans l'apparition ou le traitement de certains troubles mentaux comme la dépression, les troubles anxieux, la schizophrénie et même l'autisme.",C1,"['mettre', 'évidence', 'rôle', 'clé', 'alimentation', 'apparition', 'traitement', 'trouble', 'mental', 'dépression', 'trouble', 'anxieux', 'schizophrénie', 'autisme']",33,"['clé', 'apparition', 'mental']",3,0.09090909090909091,3,14,0.42424242424242425
"C'est une question de vie ou de mort, martèle Sheila Watt-Cloutier.",C1,"['question', 'vie', 'mort', 'martèle', 'sheila', 'watt', 'cloutier']",13,"['question', 'vie', 'mort', 'sheila', 'watt', 'cloutier']",6,0.46153846153846156,3,7,0.5384615384615384
Il avait une de ces pâleurs splendides qui donnent quelque chose de la majesté des marbres aux races ardentes du Midi.,C1,"['pâleur', 'splendide', 'donner', 'chose', 'majesté', 'marbre', 'al', 'race', 'ardenter', 'midi']",21,"['splendide', 'donner', 'marbre', 'race']",4,0.19047619047619047,1,10,0.47619047619047616
"Mais les archéologues notent tout de même qu'ils ont été enterrés avec soin, voire avec amour, notamment dans la disposition des corps, qui rappelle des animaux endormis.",C1,"['archéologue', 'noter', 'enterrer', 'soin', 'voire', 'amour', 'disposition', 'corps', 'rappeler', 'animal', 'endormi']",28,"['amour', 'animal', 'endormi']",3,0.10714285714285714,4,11,0.39285714285714285
"C'était là le fruit qu'il avait retiré des études astrologiques de son ami l'abbé Blanès, aux prédictions duquel il ne croyait point.",C1,"['fruit', 'retirer', 'étude', 'astrologique', 'ami', 'abbé', 'blanès', 'al', 'prédiction', 'croire', 'point']",25,"['croire', 'point']",2,0.08,2,11,0.44
"On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux; déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue.",C1,"['comprendre', 'manière', 'composer', 'ancien', 'procédé', 'visible', 'oeil', 'déroute', 'critique', 'découvrir', 'fils', 'secret', 'presque', 'invisible', 'employer', 'artiste', 'moderne', 'place', 'ficelle', 'nom', 'intrigue']",55,"['composer', 'ancien', 'oeil', 'secret', 'invisible', 'nom', 'intrigue']",7,0.12727272727272726,6,21,0.38181818181818183
"L'idée était de stimuler chez les élèves l'esprit scientifique et les capacités d'expression, de favoriser leur compréhension du monde, et de leur permettre de mieux jouer leur rôle de citoyen en proposant des projets pédagogiques orientés vers des questions de société (éducation à la santé, au développement durable.).",C1,"['idée', 'stimuler', 'élève', 'esprit', 'scientifique', 'capacité', 'expression', 'favoriser', 'compréhension', 'monde', 'permettre', 'mieux', 'jouer', 'rôle', 'citoyen', 'proposer', 'projet', 'pédagogique', 'orienter', 'question', 'société', 'éducation', 'santé', 'développemer', 'durable']",51,"['stimuler', 'esprit', 'expression', 'permettre', 'citoyen', 'proposer', 'question', 'durable']",8,0.1568627450980392,5,25,0.49019607843137253
"Bref, première leçon, le québécois n'est pas un français déformé mais plutôt un français historique, proche de celui qui était parlé en France avant le 17e siècle",C1,"['bref', 'leçon', 'québécois', 'français', 'déformer', 'français', 'historique', 'france', '17', 'siècle']",28,['france'],1,0.03571428571428571,3,10,0.35714285714285715
"Si t'as trouvé le vidéo le fun, pense à aimer notre chaine YouTube et notre page Facebook",C1,"['trouver', 'vidéo', 'fun', 'aimer', 'chaine', 'youtube', 'page', 'facebook']",18,"['trouver', 'fun', 'aimer', 'youtube', 'facebook']",5,0.2777777777777778,1,8,0.4444444444444444
"En montant dans la barque ces enfants croyaient se précipiter dans les plus grands dangers, c'était là le beau côté de leur action ; et, suivant l'exemple de leurs pères ils récitaient dévotement un Ave Maria.",C1,"['montant', 'barque', 'enfant', 'croire', 'précipiter', 'grand', 'danger', 'côté', 'action', 'exemple', 'père', 'réciter', 'dévotement', 'ave', 'maria']",37,"['barque', 'enfant', 'croire', 'danger', 'action', 'ave', 'maria']",7,0.1891891891891892,3,15,0.40540540540540543
L'originalité du mécanisme est d'utiliser des photons et de les convertir en énergie chimique qui se retrouve dans l'énergie de liaison des atomes de carbone et d'hydrogène dans les glucides formés.,C1,"['originalité', 'mécanisme', 'utiliser', 'photon', 'convertir', 'énergie', 'chimique', 'retrouve', 'énergie', 'liaison', 'atome', 'carbone', 'hydrogène', 'glucide', 'former']",35,"['photon', 'convertir', 'liaison', 'atome', 'carbone', 'former']",6,0.17142857142857143,1,15,0.42857142857142855
"Voilà le chemin à suivre, finissons-en avec ce décalage inacceptable entre la cuisine d'en haut (consommée par une minorité) et la cuisine d'en bas, celle de la majorité silencieuse, débordante et insipide.",C1,"['chemin', 'finisson', 'décalage', 'inacceptable', 'cuisine', 'haut', 'consommer', 'minorité', 'cuisine', 'majorité', 'silencieux', 'débordant', 'insipide']",35,"['inacceptable', 'cuisine', 'cuisine', 'silencieux']",4,0.11428571428571428,5,13,0.37142857142857144
Elle connaissait à présent la petitesse des passions que l'art exagérait.,C1,"['connaître', 'présent', 'petitesse', 'passion', 'art', 'exagérer']",12,['art'],1,0.08333333333333333,1,6,0.5
L'apprentissage du code et plus largement d'une culture générale du numérique à l'école est une mesure réclamée depuis longtemps par l'Académie des sciences.,C1,"['apprentissage', 'code', 'largement', 'culture', 'général', 'numérique', 'école', 'mesure', 'réclamer', 'académie', 'science']",27,['code'],1,0.037037037037037035,1,11,0.4074074074074074
"À cette époque, les conventions d'appellation modernes ne se sont pas encore développées en Europe.",C1,"['époque', 'convention', 'appellation', 'moderne', 'développer', 'europe']",16,"['appellation', 'europe']",2,0.125,2,6,0.375
"Les langues ne sont pas seulement le moyen privilégié de communication entre les humains, elles incarnent la vision du monde de leurs locuteurs, leurs imaginaires, leurs façons de véhiculer le savoir.",C1,"['langue', 'moyen', 'privilégier', 'communication', 'humain', 'incarner', 'vision', 'monde', 'locuteur', 'imaginaire', 'véhiculer', 'savoir']",31,"['communication', 'vision', 'imaginaire', 'savoir']",4,0.12903225806451613,4,12,0.3870967741935484
"De peur de paraître ridicule, Emma voulut, avant d'entrer, faire un tour de promenade sur le port, et Bovary, par prudence, garda les billets à sa main, dans la poche de son pantalon, qu'il appuyait contre son ventre.",C1,"['peur', 'paraître', 'ridicule', 'emma', 'voulut', 'entrer', 'faire', 'tour', 'promenade', 'port', 'bovary', 'prudence', 'garda', 'billet', 'main', 'poche', 'pantalon', 'appuyer', 'ventre']",40,"['ridicule', 'emma', 'entrer', 'faire', 'promenade', 'port', 'bovary', 'garda', 'billet', 'main', 'pantalon', 'appuyer', 'ventre']",13,0.325,9,19,0.475
"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak.",C1,"['fondation', 'main', 'pâte', 'créer', '2011', 'continuité', 'opération', 'nom', 'lancer', '1995', 'académie', 'science', 'initiative', 'prix', 'nobel', 'physique', 'georges', 'charpak']",39,"['fondation', 'main', 'nom', 'lancer', 'initiative', 'nobel']",6,0.15384615384615385,3,18,0.46153846153846156
Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1,"['mériter', 'coup', 'chapeau', 'merveilleux', 'spectacle', 'innovant', 'divertir']",13,"['chapeau', 'merveilleux', 'spectacle', 'divertir']",4,0.3076923076923077,0,7,0.5384615384615384
La peur du huis clos de la retraite.,C1,"['peur', 'huis', 'clos', 'retraite']",8,"['huis', 'clos']",2,0.25,1,4,0.5
"Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de la Cadenabia, il faisait construire une digue dont le devis allait à quatre-vingt mille francs.",C1,"['exemple', 'gagner', 'terrain', 'lac', 'fameux', 'allée', 'platane', 'côté', 'cadenabia', 'faire', 'construire', 'digue', 'devis', 'aller', 'franc']",37,"['platane', 'faire', 'aller', 'franc']",4,0.10810810810810811,6,15,0.40540540540540543
"Un jour, Cunégonde, en se promenant auprès du château, dans le petit bois qu'on appelait parc, vit entre des broussailles le docteur Pangloss qui donnait une leçon de physique expérimentale à la femme de chambre de sa mère, petite brune très jolie et très docile.",C1,"['jour', 'cunégonde', 'promener', 'auprès', 'château', 'petit', 'bois', 'appeler', 'parc', 'vit', 'broussaille', 'docteur', 'pangloss', 'donner', 'leçon', 'physique', 'expérimental', 'femme', 'chambre', 'mère', 'petit', 'brune', 'joli', 'docile']",46,"['jour', 'promener', 'appeler', 'parc', 'vit', 'docteur', 'donner', 'brune', 'joli', 'docile']",10,0.21739130434782608,6,24,0.5217391304347826
Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C1,"['déclaration', 'héroïque', 'comtesse', 'vouloir', 'cheval', 'loge', 'comte', 'n.', 'an', 'accoutumer', 'vie', 'élégant', 'résoudre', 'problème', 'difficile', 'mieux', 'impossible', 'vivre', 'milan', 'pension', 'franc']",53,"['vouloir', 'loge', 'vie', 'problème', 'impossible', 'milan', 'pension', 'franc']",8,0.1509433962264151,2,21,0.39622641509433965
"Quand j'échange avec des sympathisants de gauche en mettant sur la table toutes les réformes de progrès social depuis 2017, je me rends compte que l'enjeu porte avant tout sur notre capacité à porter politiquement ce bilan.",C1,"['échanger', 'sympathisant', 'gauche', 'mettre', 'table', 'réforme', 'progrès', 'social', '2017', 'compte', 'enjeu', 'porte', 'capacité', 'porter', 'politiquement', 'bilan']",39,"['gauche', 'social', 'porter']",3,0.07692307692307693,2,16,0.41025641025641024
"Une étude effectuée dans les années 1990 auprès d'un groupe de professeurs de physique de quatrième, des deux sexes, a révélé qu'entre deux bonnes copies, l'une rédigée par un garçon, l'autre par une fille, les enseignants notaient plus favorablement celle du garçon.",C1,"['étude', 'effectuer', 'année', '1990', 'auprès', 'groupe', 'professeur', 'physique', 'sexe', 'révéler', 'bonne', 'copie', 'rédiger', 'garçon', 'fille', 'enseignant', 'notaient', 'favorablement', 'garçon']",46,['sexe'],1,0.021739130434782608,6,19,0.41304347826086957
"Comme le révélait récemment la police italienne, les réseaux de prostitution, les trafiquants d'armes et les vendeurs de drogue utilisent de plus en plus le logiciel de téléphonie par Internet.",C1,"['révéler', 'récemment', 'police', 'italien', 'réseau', 'prostitution', 'trafiquant', 'arme', 'vendeur', 'drogue', 'utilisent', 'logiciel', 'téléphonie', 'internet']",31,"['police', 'italien', 'prostitution', 'arme', 'drogue', 'internet']",6,0.1935483870967742,3,14,0.45161290322580644
"Elle les renvoie à leur cinquantaine, dont ils ne veulent pas entendre parler, eux qui se sentent en pleine maturité, surtout s'ils ont réussi socialement.",C1,"['renvoyer', 'vouloir', 'entendre', 'sentir', 'pleine', 'maturité', 'réussi', 'socialement']",26,"['vouloir', 'entendre', 'sentir']",3,0.11538461538461539,4,8,0.3076923076923077
"Le lendemain, le général autrichien fit appeler le comte Pietranera, le reçut avec toute la distinction possible, et l'assura que sa pension de retraite ne tarderait pas à être liquidée sur le pied le plus avantageux.",C1,"['lendemain', 'général', 'autrichien', 'faire', 'appeler', 'comte', 'pietranerer', 'reçut', 'distinction', 'assura', 'pension', 'retraite', 'tarder', 'liquider', 'pied', 'avantageux']",37,"['faire', 'appeler', 'distinction', 'pension']",4,0.10810810810810811,4,16,0.43243243243243246
"Au Québec on ne discute pas, on jase",C1,"['québec', 'discute', 'jase']",8,['jase'],1,0.125,1,3,0.375
"J'étais toujours dans ses jambes, effectivement, à goûter tous ses plats",C1,"['jambe', 'effectivement', 'goûter', 'plat']",12,['plat'],1,0.08333333333333333,2,4,0.3333333333333333
"Entre 1860 et 1880, les bisons ont été éliminés par les Blancs pour nous enlever ce qui faisait notre vie : le coeur de notre culture, de notre spiritualité, mais aussi notre principale ressource et source d'alimentation.",C1,"['1860', '1880', 'bison', 'éliminer', 'blancs', 'enlever', 'faire', 'vie', 'coeur', 'culture', 'spiritualité', 'principal', 'ressourc', 'source', 'alimentation']",37,"['bison', 'faire', 'vie', 'coeur']",4,0.10810810810810811,4,15,0.40540540540540543
L'âme mobile de la comtesse embrassa avec enthousiasme l'idée de ce nouveau genre de vie ; il y avait vingt ans qu'elle n'avait habité ce château vénérable s'élevant majestueusement au milieu des vieux châtaigniers plantés du temps des Sforce.,C1,"['âme', 'mobile', 'comtesse', 'embrasser', 'enthousiasme', 'idée', 'genre', 'vie', 'an', 'habiter', 'château', 'vénérable', 'élever', 'majestueusement', 'milieu', 'vieux', 'châtaignier', 'planter', 'temps', 'sforce']",43,"['mobile', 'embrasser', 'vie', 'habiter', 'milieu', 'planter']",6,0.13953488372093023,1,20,0.46511627906976744
"Sont éligibles les forêts d'arbres de plus de deux mètres, dont le feuillage recouvre plus du dixième de la surface.",C1,"['éligible', 'forêt', 'arbre', 'mètre', 'feuillage', 'recouvr', 'surface']",21,"['feuillage', 'surface']",2,0.09523809523809523,2,7,0.3333333333333333
"La réussite professionnelle fait oublier l'âge, l'échec le rappelle, reconnaît-il.",C1,"['réussite', 'professionnel', 'faire', 'oublier', 'âge', 'échec', 'rappelle', 'reconnaître']",13,"['faire', 'reconnaître']",2,0.15384615384615385,4,8,0.6153846153846154
Lequel des deux assouvit le mieux sa passion ?,C1,"['assouvit', 'mieux', 'passion']",8,[],0,0.0,1,3,0.375
"De nombreux indicateurs lui permettent de suivre l'évolution de la situation, et au fur et à mesure que l'épidémie se propage, de nouveaux outils deviennent nécessaires pour avoir une vision globale de la situation.",C1,"['indicateur', 'permettre', 'évolution', 'situation', 'fur', 'mesure', 'épidémie', 'propager', 'outil', 'deviennent', 'nécessaire', 'vision', 'global', 'situation']",36,"['indicateur', 'permettre', 'situation', 'fur', 'vision', 'situation']",6,0.16666666666666666,3,14,0.3888888888888889
"Cette façon d'entrer dans les pensées des personnages presque par effraction, sans s'excuser, et de naviguer dans un océan à l'amplitude universelle : les méandres des souvenirs qui à la fois hantent et illuminent nos vies.",C1,"['entrer', 'pensée', 'personnage', 'presque', 'effraction', 'excuser', 'naviguer', 'océan', 'amplitude', 'universel', 'méandre', 'souvenir', 'fois', 'hantent', 'illuminer', 'vie']",38,"['entrer', 'excuser', 'amplitude', 'universel', 'vie']",5,0.13157894736842105,3,16,0.42105263157894735
Il ne dit jamais rien qui puisse nous affecter outre mesure dans nos estimes de soi.,C1,"['jamais', 'pouvoir', 'affecter', 'mesure', 'estime']",16,['affecter'],1,0.0625,1,5,0.3125
"Le directeur financier, sans doute moins heureux qu'il l'affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu",C1,"['directeur', 'financier', 'doute', 'heureux', 'afficher', 'abandonner', 'travail', 'entreprise', 'vie', 'parisien', 'appartement', 'cossu']",25,"['financier', 'heureux', 'travail', 'vie', 'parisien', 'appartement', 'cossu']",7,0.28,4,12,0.48
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps",C1,"['printemps', 'printemps']",18,[],0,0.0,3,2,0.1111111111111111
Elle s'étirait délicatement en un long ruban d'hommes et de chameaux.,C1,"['étirer', 'délicatement', 'long', 'ruban', 'homme', 'chameau']",13,"['long', 'ruban', 'homme', 'chameau']",4,0.3076923076923077,1,6,0.46153846153846156
BigQuery est un entrepôt de données d'entreprise de Google en mode sans serveur.,C1,"['bigquery', 'entrepôt', 'donnée', 'entreprise', 'google', 'mode', 'serveur']",14,"['google', 'mode']",2,0.14285714285714285,1,7,0.5
Toute cette chaleur s'appuyait sur moi et s'opposait à mon avance.,C1,"['chaleur', 'appuyer', 'opposer', 'avance']",13,"['chaleur', 'appuyer', 'opposer']",3,0.23076923076923078,1,4,0.3076923076923077
"Mais qu'ils prétendent être les seuls acteurs légitimes pour définir et normaliser le commerce équitable, c'est nier les autres pratiques et refuser le débat avec tous les acteurs de la société civile, ce qui est inadmissible.",C1,"['prétendre', 'acteur', 'légitime', 'définir', 'normaliser', 'commerce', 'équitable', 'nier', 'pratique', 'refuser', 'débat', 'acteur', 'société', 'civil', 'inadmissible']",38,"['commerce', 'nier', 'inadmissible']",3,0.07894736842105263,3,15,0.39473684210526316
"Une preuve en est que deux millions d'emplois en Europe, nécessitant des compétences scientifiques et technologiques, ne sont pas pourvus.",C1,"['preuve', 'million', 'emploi', 'europe', 'nécessiter', 'compétence', 'scientifique', 'technologique', 'pourvoir']",21,"['europe', 'technologique']",2,0.09523809523809523,3,9,0.42857142857142855
"Pour préserver une bonne estime de soi, il est vital de conserver d'autres activités sociales ou créatives : sortir avec des amis, faire du sport, dessiner, faire du théâtre, de la danse.",C1,"['préserver', 'bon', 'estime', 'vital', 'conserver', 'activité', 'social', 'créatif', 'sortir', 'ami', 'faire', 'sport', 'dessiner', 'faire', 'théâtre', 'danse']",32,"['vital', 'conserver', 'social', 'faire', 'faire', 'danse']",6,0.1875,6,16,0.5
"Les optimistes soulignent qu'il ne représente encore qu'une part infinitésimale des échanges internationaux mais que le concept est ""porteur"".",C1,"['optimiste', 'souligner', 'représente', 'part', 'infinitésimal', 'échange', 'international', 'concept', 'porteur']",21,"['part', 'international']",2,0.09523809523809523,2,9,0.42857142857142855
Le départ est le seul horizon offert à ceux qui cherchent les mille écrins où le destin cache les solutions de ses mille erreurs.,C1,"['départ', 'horizon', 'offrir', 'chercher', 'écrin', 'destin', 'cache', 'solution', 'erreur']",24,"['horizon', 'chercher', 'destin', 'cache', 'solution']",5,0.20833333333333334,1,9,0.375
Et comment le conservatoire finance-t-il la protection du littoral et l'accueil du public ?,C1,"['conservatoire', 'finance', 'protection', 'littoral', 'accueil', 'public']",16,"['conservatoire', 'protection', 'littoral']",3,0.1875,3,6,0.375
"L'accès à des moyens de transport, la mécanisation du travail et la sédentarisation, l'augmentation des loisirs passifs, comme le cinéma et la télévision, jouent certainement un rôledans les changements observés dans les pays en voie de développement.",C1,"['accès', 'moyen', 'transport', 'mécanisation', 'travail', 'sédentarisation', 'augmentation', 'loisir', 'passif', 'cinéma', 'télévision', 'jouer', 'certainement', 'rôledan', 'changement', 'observer', 'pays', 'voie', 'développement']",39,"['transport', 'travail', 'augmentation', 'loisir', 'passif', 'observer']",6,0.15384615384615385,5,19,0.48717948717948717
"Globalement, presque une personne sur cinq (18, 9%) vit dans un ménage avec au moins un type d'arriéré de paiement et 10, 0% avec au moins deux types d'arriérés de paiement, le pourcentage de la population avec un ou deux types d'arriérés de paiement dimunant avec l'âge, le niveau de formation et les revenus.",C1,"['globalement', 'presque', '18', 'pourcent', 'voir', 'ménage', 'type', 'arriéré', 'paiement', '10', 'pourcent', 'type', 'arriéré', 'paiement', 'pourcentage', 'population', 'type', 'arriéré', 'paiement', 'dimunant', 'âge', 'niveau', 'formation', 'revenu']",58,"['population', 'formation']",2,0.034482758620689655,6,24,0.41379310344827586
"Elle vivait dans un château voisin d'une de nos terres, mécontente et retirée, n'ayant que son esprit pour ressource, et analysant tout avec son esprit.",C1,"['vivre', 'château', 'voisin', 'terre', 'mécontent', 'retirer', 'esprit', 'ressource', 'analyser', 'esprit']",27,"['esprit', 'analyser', 'esprit']",3,0.1111111111111111,4,10,0.37037037037037035
"On annonça qu'on avait servi ; j'offris à Ellénore mon bras, qu'elle ne put refuser.",C1,"['annoncer', 'servir', 'offrir', 'ellénore', 'bras', 'pouvoir', 'refuser']",17,['servir'],1,0.058823529411764705,2,7,0.4117647058823529
Nous passâmes quelque temps à Arcachon et je fus à l'école communale: les principes démocratiques de mon grand-père l'exigeaient.,C1,"['passer', 'temps', 'arcachon', 'école', 'communal', 'principe', 'démocratique', 'grand-père', 'exigeaient']",22,"['passer', 'arcachon', 'communal']",3,0.13636363636363635,2,9,0.4090909090909091
"Le système d'indicateurs propose des informations statistiques sur l'état et l'évolution du bien-être dans un large contexte, et qui pourront servir de base à la formation de l'opinion publique et aux prises de décisions politiques.",C1,"['système', 'indicateur', 'propose', 'information', 'statistique', 'état', 'évolution', 'bien-être', 'large', 'contexte', 'pouvoir', 'servir', 'base', 'formation', 'opinion', 'public', 'al', 'prise', 'décision', 'politique']",40,"['indicateur', 'propose', 'statistique', 'servir', 'formation', 'opinion']",6,0.15,3,20,0.5
"Si quelque petit champ de cinquante pas de large vient interrompre de temps à autre les bouquets de châtaigniers et de cerisiers sauvages, l'oeil satisfait y voit croître des plantes plus vigoureuses et plus heureuses là qu'ailleurs.",C1,"['petit', 'champ', 'large', 'vient', 'interrompr', 'temps', 'bouquet', 'châtaignier', 'cerisier', 'sauvage', 'oeil', 'satisfait', 'voir', 'croître', 'plante', 'vigoureux', 'heureux']",39,"['champ', 'bouquet', 'oeil', 'vigoureux', 'heureux']",5,0.1282051282051282,2,17,0.4358974358974359
"Mais il faut pour cela qu'un certain nombre de conditions soient réunies : la communauté elle-même doit avoir envie de sauver sa langue ; la culture plus vaste dans laquelle elle s'inscrit doit respecter les langues minoritaires ; et il faut des fonds pour financer les cours, le matériel pédagogique et les enseignants.",C1,"['falloir', 'nombre', 'condition', 'réunir', 'communauté', 'devoir', 'envie', 'sauver', 'langue', 'culture', 'vaste', 'inscrit', 'devoir', 'respecter', 'langue', 'minoritaire', 'falloir', 'fonds', 'financer', 'cours', 'matériel', 'pédagogique', 'enseignant']",53,"['falloir', 'envie', 'sauver', 'falloir']",4,0.07547169811320754,3,23,0.4339622641509434
"Au fils des pages, je doutais qu'ils eussent écrit ces lignes et proses de ses propres mains.",C1,"['fils', 'page', 'douter', 'eussent', 'écrire', 'ligne', 'prose', 'propre', 'main']",18,"['prose', 'main']",2,0.1111111111111111,2,9,0.5
"Or, il arrivait souvent qu'au moment du départ, et à l'instant qui suivait l'Ave Maria, Fabrice était frappé d'un présage.",C1,"['or', 'arriver', 'momer', 'départ', 'instant', 'ave', 'maria', 'fabrice', 'frapper', 'présage']",24,"['arriver', 'instant', 'ave', 'maria', 'fabrice']",5,0.20833333333333334,4,10,0.4166666666666667
Il me faut une botte de thym également,C1,"['falloir', 'botte', 'thym', 'également']",8,"['falloir', 'botte', 'thym']",3,0.375,0,4,0.5
"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",C1,"['porte', 'trouver', 'botte', 'paille', 'empêcher', 'froid', 'passer']",16,"['trouver', 'botte', 'froid', 'passer']",4,0.25,2,7,0.4375
"Si six scies scient six cyprès, six cent six scies scient six cent six cyprès !",C2,"['scie', 'scier', 'cyprès', 'scie', 'scier', 'cyprès']",15,"['scie', 'scier', 'scie', 'scier']",4,0.26666666666666666,1,6,0.4
